id,brand,price,high_category,specific_category,materials,colors,styles,tags
633c29d8-0ad2-4734-9c4a-aa3bf9faa682,Levi's,149.75,tops,polo_shirts,['nylon'],['yellow'],['chic'],[]
e8e3803c-5b84-4f3f-bbca-5c79d20957e8,Columbia,79.39,bottoms,leggings,['silk'],['white'],['bohemian'],[]
62b304bd-8664-4f91-b78c-832ffd3c6c88,Nike,47.38,accessories,scarves,['linen'],['green'],['punk'],[]
ff246d92-7226-4b9a-b872-b38ce2a0ee35,The North Face,162.27,outerwear,blazers,['canvas'],['blue'],['bohemian'],[]
8186ea3c-0325-4c59-abf4-7c971cf26bac,Bershka,123.67,bottoms,skirts,['linen'],['black'],['bohemian'],[]
e8877e62-e000-485c-8033-dec14280d673,Under Armour,98.52,sportswear,bikinis,['cashmere'],['blue'],['vintage'],[]
b0d2d689-9607-4fb8-8bfe-35d23115e8a0,Patagonia,151.56,bottoms,leggings,['hemp'],['white'],['business'],[]
1b68d5c5-adfa-4445-87cf-fe83bb2eb2e4,Columbia,133.92,tops,hoodies,['wool_blend'],['pink'],['streetwear'],[]
8c320f22-9586-41e3-bbfc-1e933341cc03,Under Armour,20.32,sportswear,one-piece_swimsuits,['acrylic'],['brown'],['streetwear'],[]
c8d527ad-f8d5-424d-a682-c846ced8c46f,Patagonia,75.4,formal_wear,dresses,['leather'],['brown'],['sporty'],[]
f377f760-c8e2-4847-83e2-92faff453a11,H&M,183.33,formal_wear,tuxedos,['linen'],['purple'],['streetwear'],[]
f89e692e-3623-4efd-baab-22f0038d5cd3,Bershka,60.35,outerwear,blazers,['wool_blend'],['pink'],['streetwear'],[]
4b5d74ab-3f0a-43fa-88c2-476d69ffeb6b,Mango,77.63,shoes,sneakers,['nylon'],['red'],['vintage'],[]
3c0790a2-59e3-4df2-815f-65b78d9b13c9,The North Face,97.67,bottoms,skirts,['polyester'],['pink'],['casual'],[]
0a973fc4-decb-4bc0-8594-6896118d3398,Wrangler,140.29,accessories,gloves,['denim'],['blue'],['preppy'],[]
9b538fe5-981d-4b51-91a4-c0abcbd951ea,Wrangler,45.23,sportswear,athletic_shoes,['denim'],['multi'],['bohemian'],[]
3aa6ad91-7e7b-414d-a61f-7eebc047877d,Columbia,194.65,shoes,loafers,['hemp'],['yellow'],['preppy'],[]
5d534e83-518f-4bd0-a5b9-cdb7dcf8266a,Lee,141.83,tops,hoodies,['silk'],['brown'],['vintage'],[]
d0667561-6ad1-4038-832f-8e39df96a616,Columbia,87.44,tops,hoodies,['cashmere'],['grey'],['sporty'],[]
dfc4d5be-0099-4675-abe4-698103ad52d4,Bershka,99.48,formal_wear,dresses,['rayon'],['purple'],['chic'],[]
0904c727-e931-4eac-93d7-16cbebedca2f,Patagonia,61.35,tops,blouses,['spandex'],['purple'],['streetwear'],[]
662da692-380f-4e52-8b42-7dd91a1b2f74,Mango,61.98,tops,blouses,['wool_blend'],['multi'],['casual'],[]
2813ed76-bbb4-4044-ad4d-a1b43ee80d27,H&M,173.64,tops,polo_shirts,['nylon'],['red'],['business'],[]
00bf9523-3bc5-4e48-afa2-ce45a99ff845,Pull&Bear,146.17,formal_wear,tuxedos,['suede'],['red'],['vintage'],[]
aea551df-0c5d-4a4c-a162-54765cb317cd,Mango,125.84,sportswear,gym_tops,['canvas'],['orange'],['minimalist'],[]
